POISSON BOLTZMANN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,GGAS,GSOLV,TOTAL
112,683.37,1454.71,1975.92,184.79,115.87,-104.88,-1258.85,-11388.25,690.57,7454.51,-2068.46,55.31,0.0,-192.25,-2013.15,-2205.4
115,645.1,1484.23,1992.08,181.08,104.04,-118.9,-1304.43,-11470.45,674.89,7438.07,-1955.83,53.74,0.0,-374.27,-1902.09,-2276.36
118,660.08,1465.83,2022.2,184.87,100.23,-129.08,-1303.6,-11464.76,684.71,7456.53,-1985.55,53.34,0.0,-323.0,-1932.2,-2255.2
121,692.14,1486.48,1957.02,184.78,98.86,-112.76,-1271.87,-11313.87,664.46,7467.36,-2101.55,54.49,0.0,-147.4,-2047.06,-2194.46
124,707.39,1468.53,1982.37,186.98,101.66,-121.55,-1277.03,-11329.43,693.84,7523.44,-2159.4,54.93,0.0,-63.8,-2104.47,-2168.27
127,667.29,1471.52,1986.56,180.43,111.72,-107.85,-1255.05,-11508.69,698.35,7493.66,-2005.72,53.9,0.0,-262.07,-1951.81,-2213.88
130,652.08,1427.53,1984.44,174.69,108.28,-127.04,-1284.92,-11365.8,709.26,7492.05,-2082.12,54.1,0.0,-229.43,-2028.02,-2257.45
133,630.26,1501.92,1970.34,182.88,104.25,-104.02,-1291.51,-11476.87,687.59,7456.34,-1973.87,52.2,0.0,-338.81,-1921.67,-2260.48
136,653.9,1504.42,1992.28,178.36,92.78,-108.1,-1270.7,-11360.58,680.36,7482.67,-2067.12,53.58,0.0,-154.62,-2013.54,-2168.16
139,678.57,1450.55,1961.96,182.61,103.02,-107.14,-1286.22,-11518.94,670.29,7534.8,-1983.07,53.49,0.0,-330.5,-1929.58,-2260.08
142,658.03,1455.03,1968.36,186.81,102.55,-124.74,-1287.09,-11493.73,701.46,7518.83,-1999.36,53.72,0.0,-314.49,-1945.64,-2260.13
145,695.85,1425.96,2023.61,185.9,107.82,-136.21,-1288.86,-11383.09,680.59,7460.69,-2043.94,52.65,0.0,-227.74,-1991.3,-2219.04
148,662.28,1508.19,1992.72,174.36,93.74,-108.5,-1294.41,-11501.17,672.03,7460.54,-1961.83,53.25,0.0,-340.21,-1908.57,-2248.78
151,663.22,1435.39,1978.85,178.55,106.27,-132.35,-1311.11,-11395.43,679.81,7492.99,-2038.9,53.39,0.0,-303.81,-1985.51,-2289.32
154,746.9,1492.75,1996.82,189.93,107.98,-111.16,-1303.11,-11320.29,666.09,7392.73,-2063.92,53.04,0.0,-141.36,-2010.88,-2152.24
157,679.85,1481.3,1989.09,196.36,97.49,-108.65,-1296.23,-11496.33,691.3,7528.81,-1992.39,52.91,0.0,-237.01,-1939.48,-2176.49
160,639.73,1500.59,2023.73,188.61,110.44,-113.06,-1303.87,-11415.8,701.64,7550.95,-2061.78,52.84,0.0,-117.03,-2008.94,-2125.98
163,647.15,1480.82,1971.23,186.06,102.44,-138.96,-1308.45,-11344.21,682.27,7462.61,-2041.85,52.7,0.0,-259.04,-1989.15,-2248.2
166,638.08,1483.88,1988.46,172.01,111.1,-128.9,-1302.78,-11361.8,694.5,7460.13,-2078.46,53.35,0.0,-245.31,-2025.11,-2270.42
169,685.26,1501.54,1965.34,186.08,100.51,-110.3,-1311.02,-11450.11,689.56,7565.86,-2060.92,53.18,0.0,-177.28,-2007.74,-2185.02
172,674.59,1450.24,1964.48,186.56,97.15,-106.45,-1280.76,-11489.95,693.26,7581.85,-2024.13,53.92,0.0,-229.03,-1970.21,-2199.24
175,643.84,1489.78,1983.62,179.28,93.36,-108.12,-1296.62,-11420.45,686.57,7464.41,-2011.67,53.17,0.0,-284.33,-1958.5,-2242.83
